clas_gt,emg0,emg1,emg2,emg3,emg4,emg5,emg6,emg7,joint_angles0,joint_angles1,joint_angles2,joint_angles3,joint_angles4,joint_angles5,joint_angles6,joint_angles7,joint_angles8,joint_angles9,joint_angles10,joint_angles11,joint_angles12,joint_angles13,joint_angles14
2,108,187,337,137,45,47,93,177,0.6961407065,0.0952613577,0.403028816,0.3605276048,0.4592086077,0.3917928636,0.4953590631,0.3759159744,0.5574010611,0.5588666201,0.3673668802,0.5476306677,0.3983878791,0.3536883295,0.510258913
2,117,235,486,209,51,51,128,194,0.6961407065,0.1121152937,0.403028816,0.3524670303,0.4428431988,0.3917928636,0.4853444099,0.3839765489,0.5664386749,0.542745471,0.3761602342,0.5390815735,0.3893502653,0.3536883295,0.510258913
2,123,252,448,203,57,49,127,215,0.6961407065,0.1121152937,0.403028816,0.3524670303,0.4333170354,0.3917928636,0.4853444099,0.3839765489,0.5664386749,0.5327308178,0.3761602342,0.5390815735,0.3893502653,0.3536883295,0.510258913
2,118,283,393,237,66,40,117,141,0.7039570212,0.127992183,0.4113336504,0.3434294164,0.4069369733,0.3917928636,0.4636052847,0.3839765489,0.5574010611,0.5129457712,0.3761602342,0.550073266,0.3619931638,0.3536883295,0.4924279451
2,184,251,297,177,61,54,104,211,0.7125061154,0.136785537,0.4113336504,0.3346360624,0.398632139,0.3917928636,0.4535906315,0.3839765489,0.5495847464,0.495603323,0.3761602342,0.541279912,0.3531998098,0.3536883295,0.4824132919
2,218,338,381,199,70,49,121,154,0.7203224301,0.136785537,0.4113336504,0.3346360624,0.398632139,0.400097698,0.4457743168,0.3839765489,0.5337078571,0.4877870083,0.3761602342,0.541279912,0.3441621959,0.3458720148,0.4743527174
2,260,324,421,266,99,51,80,171,0.7203224301,0.136785537,0.4113336504,0.326331228,0.398632139,0.4093795717,0.4457743168,0.3839765489,0.5244259834,0.4877870083,0.3761602342,0.541279912,0.3441621959,0.3458720148,0.4743527174
2,169,329,378,287,133,51,67,179,0.7288715243,0.136785537,0.4201270044,0.326331228,0.398632139,0.4252564609,0.4457743168,0.3839765489,0.4951148033,0.4877870083,0.3761602342,0.5334635973,0.3441621959,0.3458720148,0.4743527174
2,190,341,315,260,120,53,51,181,0.736687839,0.136785537,0.4279433191,0.326331228,0.398632139,0.4252564609,0.4457743168,0.3839765489,0.4868099689,0.4877870083,0.3761602342,0.5334635973,0.3441621959,0.3536883295,0.4743527174
2,237,317,324,239,148,63,79,193,0.736687839,0.136785537,0.4360038936,0.326331228,0.407425493,0.4252564609,0.4457743168,0.3925256431,0.4868099689,0.4958475828,0.3761602342,0.5334635973,0.3441621959,0.3536883295,0.4743527174
2,220,265,348,276,113,58,55,187,0.736687839,0.136785537,0.4360038936,0.326331228,0.407425493,0.4252564609,0.4457743168,0.3925256431,0.4868099689,0.4958475828,0.3761602342,0.5334635973,0.3441621959,0.361748904,0.4821690321
2,227,313,334,249,91,42,48,166,0.736687839,0.136785537,0.4360038936,0.326331228,0.407425493,0.4252564609,0.4457743168,0.3925256431,0.4868099689,0.4958475828,0.3761602342,0.5334635973,0.3441621959,0.361748904,0.4821690321
